Mean of the integrated profile,Standard deviation of the integrated profile,Excess kurtosis of the integrated profile,Skewness of the integrated profile,Mean of the DM-SNR curve,Standard deviation of the DM-SNR curve,Excess kurtosis of the DM-SNR curve,Skewness of the DM-SNR curve,Class
109.96875,51.58820382,0.452037136,-0.016146002,1.512541806,16.71057012,12.21297741,155.913504,0
77.921875,56.83495972,1.464574632,1.409660357,37.22324415,69.76036019,1.729314585,1.678063525,1
118.171875,58.80477624,0.094583898,-0.52927042,2.930602007,16.90394959,8.011701432,80.17904571,0
111.203125,51.14491656,0.124910557,-0.105265874,1.700668896,12.76638692,12.26106325,188.4904163,0
126.9375,51.27693652,0.11169482,-0.398295625,115.2040134,89.78492613,-0.287450579,-1.591701718,0
119.296875,57.28429096,0.082517079,-0.535151465,2.471571906,14.98148337,9.045786138,106.3119146,0
15.0390625,37.81459753,5.105033067,25.49731091,159.8494983,76.74001035,-0.575016194,-0.941293199,1
99.859375,42.1349644,0.684321191,1.322747535,4.336120401,23.5321043,5.941542547,37.17996738,0
51.0703125,49.34574823,2.509115646,6.156814519,103.0635452,77.65851827,0.088468245,-1.002333705,1
135.4765625,54.19437887,-0.106678487,-0.155716046,2.657190635,14.1349045,8.638464952,106.6683949,0
116.3203125,48.69819902,0.331506286,0.640744905,1.502508361,11.03282547,13.56838477,255.2151904,0
144.8125,58.09068207,-0.252263228,-0.611680601,7.154682274,32.06726813,5.027761763,25.93364371,0
141.046875,48.86010952,0.081731718,-0.119005328,5.043478261,29.30299189,6.188729692,38.56174165,0
114.0625,49.06544577,0.186579935,0.261776552,5.450668896,30.15442542,5.928878251,35.52635398,0
153.578125,44.78082203,-0.132110137,0.218585182,9.652173913,38.1408596,3.995355988,14.94816063,0
95.9453125,37.50214756,0.652560125,2.343041278,3.481605351,17.80601049,7.559978852,73.81321824,0
90.7109375,40.22012718,0.438805932,1.110275706,19.35200669,52.49047377,2.548456437,5.086042413,0
94.6875,40.24218674,0.402418334,1.302280634,4.33277592,21.22718242,5.800181058,38.42667498,0
90.484375,35.44846267,0.500564282,2.660595534,5.911371237,27.2899795,5.457924272,32.47826446,0
95.2265625,46.97176925,0.498021891,0.487007074,1.357859532,15.49977981,13.34382794,189.4738238,0
10.3203125,26.87120136,7.875742091,63.14953741,38.88795987,58.92379997,1.635319647,2.225702658,1
90.546875,45.14297761,0.915527516,1.601072493,4.857023411,28.3993345,6.132705861,37.81336047,1
118.6953125,52.19952086,0.0136511,-0.227397707,3.198160535,20.88485785,7.944436838,70.73700328,0
96.296875,39.0225014,0.434789167,1.449524112,1.233277592,14.228778,12.58254231,169.4130981,0
123.7109375,42.27276612,0.16207778,0.497171279,3.149665552,21.93617623,7.783845088,64.11021147,0
125.96875,48.68279623,0.298728841,-0.231977531,2.237458194,14.56316429,9.705150028,117.827162,0
112.84375,49.0513821,0.074551957,-0.083599689,3.410535117,22.60171042,7.240796922,54.81113215,0
100.7265625,46.91710023,0.631610546,0.757659946,9.430602007,37.45966884,4.250136509,17.64899395,0
110.0703125,37.87380023,0.002434542,1.471485646,2.876254181,16.41639622,7.526804972,72.00044829,0
127.6953125,51.26624111,0.066195705,-0.098313192,2.177257525,13.57299174,9.86032513,133.0872653,0
29.390625,32.74862458,5.163921004,28.81412049,44.23829431,60.27744581,1.435925521,1.528894592,1
91.921875,45.72362788,0.523843215,0.423115571,0.72993311,10.24898104,17.94338655,375.4230285,0
55.875,33.68233959,2.734160587,12.05838952,11.1638796,40.07797458,4.024834632,16.18292524,1
88.984375,48.5313984,0.478328977,0.347109495,2.878762542,19.01709802,8.597013561,86.67819976,0
111.515625,47.37598686,0.205978732,0.252013805,20.03762542,60.46730858,2.708063268,5.410695269,0
110.1484375,44.17615481,0.390008852,0.053041631,8.464046823,36.93467357,4.604274963,20.79257816,0
101.1796875,50.39150375,0.488225948,0.140277984,2.567725753,19.96216141,8.828874599,83.61884022,0
111.015625,42.79511223,0.519787079,0.758427362,3.220735786,17.68272322,7.375376974,66.58478931,0
116.5546875,49.68680166,-0.042807061,-0.239529377,3.650501672,22.79569559,7.385336046,59.58294009,0
123.625,52.10116361,0.040286937,0.066141063,0.673076923,9.735428743,19.21606148,434.305014,0
138.9765625,48.90176135,0.116474235,-0.440870565,9.089464883,37.42796233,4.347298608,18.46522154,0
128.2578125,47.21464386,0.177109378,0.111157501,3.720735786,19.34882066,8.137155538,83.12630079,0
134.53125,49.47915241,-0.143461714,0.061533094,3.345317726,22.34935417,7.427826717,58.45133524,0
100.9453125,39.88054597,0.480913675,1.070047431,3.834448161,18.81215941,6.460186202,52.16197109,0
130.3046875,51.3378148,0.070259687,-0.182523754,14.10033445,47.05632397,3.343949922,10.09427275,0
118.8984375,48.11182285,0.10486163,-0.194532552,2.162207358,17.61480574,9.213264397,92.67787045,0
77.5078125,38.61104038,1.895567722,6.257880149,18.22073579,48.4371617,2.907536063,8.276427128,1
53.2734375,32.41400036,3.773294109,17.97403815,44.4180602,74.49418604,1.570768475,1.119029808,1
97.09375,35.54540176,0.375064869,2.368516218,7.705685619,35.38224619,4.9491059,24.45760383,0
104.0703125,47.16347627,0.272192222,0.510851114,1.273411371,13.18303088,13.24631237,203.2286458,0
141.5625,55.30805067,-0.277164344,-0.435247909,7.784280936,34.05403861,4.573967611,20.6845041,0
42.3125,28.11159403,4.802460021,31.83377405,13.4632107,43.66947325,3.63044253,12.94816097,1
80.078125,38.43980875,0.768374998,2.152727953,1.361204013,10.80698553,14.22975708,276.4259648,0
134.2109375,51.00178495,0.073936273,-0.206037474,2.032608696,12.20654631,10.94655484,174.7494367,0
121.7890625,41.95191674,0.104261273,0.651242035,2.913879599,16.38015485,7.202757383,68.05826017,0
39.1171875,30.50015909,4.010551871,22.3861641,67.54264214,68.8456712,1.027683359,0.245269538,1
99.390625,47.30044172,0.469409959,0.257304266,0.556020067,9.009992903,22.07906526,563.7681942,0
109.8671875,48.15524554,0.411666349,-0.30855238,114.4197324,84.87741157,-0.438917061,-1.519846258,0
121.8984375,47.98874214,0.165654823,-0.00818285,4.20819398,24.33564007,6.708815817,47.94079658,0
126.1484375,49.97844689,0.098389394,-0.274850658,6.133779264,31.9959053,5.453714485,29.38646455,0
135.6171875,53.06130315,-0.013539737,-0.388719458,2.392976589,15.64679386,9.861898671,120.4308935,0
136.9140625,49.4515273,-0.077083269,-0.138527933,1.422240803,15.93107459,12.60562335,166.7167743,0
143.2578125,50.85629971,-0.227542776,-0.088708221,1.673076923,11.85070074,12.2053217,203.8388841,0
97.9140625,47.81246362,0.719246046,0.949105507,37.51672241,67.68160672,1.558327003,0.872523036,0
117.2890625,52.26796227,-0.007522443,-0.238710573,1.481605351,15.01678535,12.60479705,179.1959908,0
154.328125,45.54463974,-0.447880355,0.46813225,12.38963211,44.75102465,3.564380001,11.42250537,0
62.1640625,45.52056152,2.438793131,6.897894438,16.84615385,49.43283417,3.102149052,8.877464039,1
113.09375,51.31709594,0.227636447,-0.076085372,4.678929766,24.21577178,6.090629236,40.31054611,0
121.1796875,42.60858071,0.19981786,0.572096208,4.230769231,21.52711419,6.021439449,40.69648094,0
100.65625,42.40843767,0.396806018,0.472520788,23.31438127,52.12364539,2.154455535,3.743475492,0
124.7421875,51.23479136,-0.085092922,-0.422924813,2.815217391,14.86393592,8.231858988,94.20538243,0
115.375,52.62589073,0.448982415,0.104403587,3.35451505,18.36574911,7.358722453,65.76400605,0
90.5703125,54.4532029,1.238811579,0.880609879,152.4197324,73.97177722,-0.933087708,-0.371531583,1
124.828125,50.58673081,0.233563176,-0.286907608,2.342809365,13.94996578,9.226187636,117.3081459,0
124.3125,53.17905338,-0.012417701,-0.556020931,7.18645485,29.30826559,4.531382135,21.72514301,0
116.03125,43.21384643,0.663455691,0.433087971,0.785117057,11.62814941,17.05521452,312.2043252,0
135.6640625,49.93374944,-0.089940306,-0.226726179,3.859531773,21.50150499,7.398394905,62.33401752,0
120.7265625,50.47225643,0.346178079,0.184797225,0.769230769,11.79260254,17.66222194,329.5480159,0
,,,,,,,,
,,S,,,,,,
